1.0,0.0,1.0,-180.0
0.984807753012208,0.17364817766693033,1.03,-170.0
0.9396926207859084,0.3420201433256687,1.06,-160.0
0.8660254037844387,0.49999999999999994,1.09,-150.0
0.766044443118978,0.6427876096865393,1.12,-140.0
0.6427876096865394,0.766044443118978,1.1500000000000001,-130.0
0.5000000000000001,0.8660254037844386,1.1800000000000002,-120.0
0.3420201433256688,0.9396926207859083,1.2100000000000002,-110.0
0.17364817766693041,0.984807753012208,1.2400000000000002,-100.0
6.123233995736766e-17,1.0,1.2700000000000002,-90.0
-0.1736481776669303,0.984807753012208,1.3000000000000003,-80.0
-0.3420201433256687,0.9396926207859084,1.3300000000000003,-70.0
-0.4999999999999998,0.8660254037844387,1.3600000000000003,-60.0
-0.6427876096865394,0.766044443118978,1.3900000000000003,-50.0
-0.7660444431189779,0.6427876096865395,1.4200000000000004,-40.0
-0.8660254037844387,0.49999999999999994,1.4500000000000004,-30.0
-0.9396926207859083,0.3420201433256689,1.4800000000000004,-20.0
-0.984807753012208,0.17364817766693028,1.5100000000000005,-10.0
-1.0,1.2246467991473532e-16,1.5400000000000005,0.0
-0.984807753012208,-0.17364817766693047,1.5700000000000005,10.0
-0.9396926207859084,-0.34202014332566866,1.6000000000000005,20.0
-0.8660254037844386,-0.5000000000000001,1.6300000000000006,30.0
-0.766044443118978,-0.6427876096865393,1.6600000000000006,40.0
-0.6427876096865395,-0.7660444431189779,1.6900000000000006,50.0
-0.5000000000000004,-0.8660254037844384,1.7200000000000006,60.0
-0.3420201433256694,-0.9396926207859082,1.7500000000000007,70.0
-0.17364817766693033,-0.984807753012208,1.7800000000000007,80.0
-1.8369701987210297e-16,-1.0,1.8100000000000007,90.0
0.17364817766692997,-0.9848077530122081,1.8400000000000007,100.0
0.34202014332566816,-0.9396926207859085,1.8700000000000008,110.0
0.5000000000000001,-0.8660254037844386,1.9000000000000008,120.0
0.6427876096865393,-0.7660444431189781,1.9300000000000008,130.0
0.7660444431189778,-0.6427876096865396,1.9600000000000009,140.0
0.8660254037844384,-0.5000000000000004,1.9900000000000009,150.0
0.9396926207859084,-0.3420201433256686,2.020000000000001,160.0
0.9848077530122079,-0.17364817766693127,2.0500000000000007,170.0
1.0,-2.4492935982947064e-16,2.0800000000000005,180.0
0.9848077530122081,0.17364817766692991,2.1100000000000003,-170.0
0.9396926207859083,0.34202014332566893,2.14,-160.0
0.866025403784439,0.4999999999999993,2.17,-150.0
0.7660444431189781,0.6427876096865391,2.1999999999999997,-140.0
0.6427876096865396,0.7660444431189778,2.2299999999999995,-130.0
0.4999999999999997,0.8660254037844388,2.2599999999999993,-120.0
